state_fp,county_fp,year,T2M_mean,T2M_max,T2M_min,T2M_std,RH2M_mean,RH2M_std,ALLSKY_SFC_SW_DWN_mean,ALLSKY_SFC_SW_DWN_std,latitude_first,longitude_first,county_first,extreme_heat_days,NDVI_mean,NDVI_max,NDVI_min,NDVI_std,EVI_mean,EVI_std,NDWI_mean,NDWI_std,state_name,county_name,crop,yield_value,yield_cv
20,123,2013,19.994285714285716,26.72,9.52,6.779871820673449,60.205714285714286,4.881140089305834,20.012857142857143,3.626121501391969,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.4872735635424282,0.573855391052594,0.3612650441332487,0.07634132775311056,0.32352788692102924,0.06511973362417126,0.4920551114417991,0.07841253671280893,KANSAS,MITCHELL,soybean,34.7,
20,123,2014,20.35571428571429,26.71,11.98,5.7927191575369195,59.72142857142857,5.8947248411084425,20.851428571428574,4.14857175652629,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.45352004658904566,0.5200710644278236,0.3537393608542571,0.06074892249115032,0.2940377837662177,0.04211826663357441,0.45733064886393987,0.0626956833510409,KANSAS,MITCHELL,corn,103.8,
20,123,2014,20.35571428571429,26.71,11.98,5.7927191575369195,59.72142857142857,5.8947248411084425,20.851428571428574,4.14857175652629,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.45352004658904566,0.5200710644278236,0.3537393608542571,0.06074892249115032,0.2940377837662177,0.04211826663357441,0.45733064886393987,0.0626956833510409,KANSAS,MITCHELL,soybean,26.8,
20,123,2016,20.71,26.99,13.27,5.455440709359174,66.57857142857144,3.7173441620392933,20.44142857142857,4.2628802022866665,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.5186777890826241,0.6369293293939263,0.4010804223348918,0.08322949317431412,0.3363159587354993,0.0581829782126661,0.524789588057185,0.08674253865139672,KANSAS,MITCHELL,corn,137.4,
20,123,2016,20.71,26.99,13.27,5.455440709359174,66.57857142857144,3.7173441620392933,20.44142857142857,4.2628802022866665,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.5186777890826241,0.6369293293939263,0.4010804223348918,0.08322949317431412,0.3363159587354993,0.0581829782126661,0.524789588057185,0.08674253865139672,KANSAS,MITCHELL,soybean,53.4,
20,123,2017,20.38,28.3,12.67,6.003238015160374,61.70142857142857,5.926633188613996,20.398571428571426,4.857795894475287,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.46567627978334336,0.5326267564991776,0.3823905070201157,0.056068075738047216,0.3035502909703133,0.053169438835469075,0.4721789037401946,0.05922960274938529,KANSAS,MITCHELL,corn,89.2,
20,123,2018,20.294285714285714,27.4,8.61,7.658178323733082,64.29857142857142,6.843995978401862,19.93,4.943622153846307,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.4773982844030654,0.6159006701661195,0.3413645722772245,0.10188046091859469,0.3079674253323873,0.08026653294796897,0.48348160151812175,0.10398864879316891,KANSAS,MITCHELL,corn,128.2,
20,123,2018,20.294285714285714,27.4,8.61,7.658178323733082,64.29857142857142,6.843995978401862,19.93,4.943622153846307,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.4773982844030654,0.6159006701661195,0.3413645722772245,0.10188046091859469,0.3079674253323873,0.08026653294796897,0.48348160151812175,0.10398864879316891,KANSAS,MITCHELL,soybean,43.0,
20,123,2019,18.97714285714286,25.39,9.23,6.387909711023667,74.71714285714286,4.930935388901769,20.381428571428568,4.481165877207361,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.4999910148348382,0.6275733865861159,0.3543567672395504,0.08841414161553553,0.3309123828236897,0.06560883837777765,0.5093777724021871,0.09172177310907118,KANSAS,MITCHELL,corn,132.5,
20,123,2019,18.97714285714286,25.39,9.23,6.387909711023667,74.71714285714286,4.930935388901769,20.381428571428568,4.481165877207361,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.4999910148348382,0.6275733865861159,0.3543567672395504,0.08841414161553553,0.3309123828236897,0.06560883837777765,0.5093777724021871,0.09172177310907118,KANSAS,MITCHELL,soybean,43.3,
20,123,2020,18.997142857142858,25.94,10.85,6.672757336827893,65.6,5.746126231355061,21.027142857142856,4.656499809534031,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.4877434967543676,0.6733742291052712,0.3398521966719999,0.12885295859003212,0.33160566402714553,0.10508315889334953,0.4952181636965741,0.13354377176256205,KANSAS,MITCHELL,corn,150.3,6.6
20,123,2020,18.997142857142858,25.94,10.85,6.672757336827893,65.6,5.746126231355061,21.027142857142856,4.656499809534031,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.4877434967543676,0.6733742291052712,0.3398521966719999,0.12885295859003212,0.33160566402714553,0.10508315889334953,0.4952181636965741,0.13354377176256205,KANSAS,MITCHELL,soybean,44.0,3.7
20,123,2021,20.765714285714285,27.56,10.98,6.527523412808405,62.90857142857143,5.021627984931543,20.388571428571428,4.287926571865974,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.4848745368072425,0.6088397719031962,0.3840889255760199,0.08982020947445427,0.32356894791328195,0.07046187516434659,0.4861766981573949,0.09777236373061696,KANSAS,MITCHELL,corn,121.3,8.0
20,123,2021,20.765714285714285,27.56,10.98,6.527523412808405,62.90857142857143,5.021627984931543,20.388571428571428,4.287926571865974,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.4848745368072425,0.6088397719031962,0.3840889255760199,0.08982020947445427,0.32356894791328195,0.07046187516434659,0.4861766981573949,0.09777236373061696,KANSAS,MITCHELL,soybean,29.1,8.5
20,123,2022,21.204285714285714,27.65,12.67,6.168910917233439,54.348571428571425,6.809093010015917,21.318571428571428,3.7435296560484574,39.39326592630464,-98.20936481769378,Mitchell,0.0,0.4307731208563837,0.5360866910152633,0.3114900521531815,0.08682635421151474,0.28586603566320135,0.06325917354412447,0.4357584541277078,0.09081550979981069,KANSAS,MITCHELL,corn,84.8,10.0
